Town,State/Province,Number,Latitude,Longitude,Date
Melchor Muzquiz,COA,100,27.9,-101.5,10/14/2015
rio Monclova,COA,720,27,-101.4,10/14/2015
Junction,TX,500,30.4,-99.6,10/13/2015
Muzquiz,COA,1000,27.9,-101.5,10/13/2015
Kerrville,TX,200,30,-99.1,10/13/2015
LUBBOCK,TX,30,33.6,-101.9,10/13/2015
Sabinas,COA,248,27.9,-101.1,10/13/2015
Happy,TX,50,34.7,-101.7,10/13/2015
Plano,TX,45,33.1,-96.7,10/13/2015
Sabinas,COA,200,27.9,-101.1,10/13/2015
Eagle Pass,TX,88,28.5,-100.5,10/13/2015
Rio Frio,TX,50,29.7,-99.8,10/13/2015
Amistad Reservoir,TX,23800,29.5,-100.9,10/13/2015
Leakey,TX,6000,29.9,-99.8,10/13/2015
Wilmont,AR,100,33.6,-91.8,10/13/2015
Villa Unión,COA,200,28.2,-100.7,10/13/2015
Wappingers Falls,NY,7,41.6,-73.9,10/13/2015
Utopia,TX,200,29.6,-99.6,10/13/2015
Campwood,TX,1200,29.7,-100,10/13/2015
Medina,TX,400,29.8,-99.3,10/13/2015
Acuña,COA,24,29.3,-100.9,10/13/2015
Sabinas,COA,50,27.9,-101.1,10/13/2015
Acuña,COA,200,29.3,-100.9,10/13/2015
Del Rio,TX,100000,29.3,-100.6,10/13/2015
North Beach Haven,NJ,100,39.6,-74.2,10/13/2015
Sanford,NC,75,35.5,-79.2,10/13/2015
Burnet,TX,1000,30.8,-98.3,10/12/2015
Junction,TX,5000,30.4,-99.6,10/12/2015
Devils River SNA,TX,337,29.9,-101,10/12/2015
Mecklenburg County,NC,50,35.3,-80.8,10/12/2015
Junction,TX,1000,30.4,-99.6,10/12/2015
Westport,MA,20,41.6,-71.1,10/12/2015
dallas,TX,50,32.8,-96.8,10/12/2015
santa cruz,CA,25,37.1,-122.2,10/12/2015
Garden City,KS,100,38,-100.9,10/11/2015
Junction,TX,250,30.4,-99.6,10/11/2015
cushing,OK,100,36,-96.7,10/10/2015
Sonora,TX,400,30.6,-100.6,10/10/2015
Sherman,TX,105,33.6,-96.5,10/10/2015
OKLAHOMA CITY,OK,12,35.4,-97.5,10/10/2015
Junction,TX,300,30.4,-99.6,10/10/2015
Sonora,TX,1000,30.6,-100.6,10/10/2015
Wilmot,AR,300,33,-91.6,10/10/2015
Edmond,OK,60,35.7,-97.6,10/10/2015
Edmond,OK,100,35.7,-97.6,10/10/2015
Medina,TX,100,29.8,-99.3,10/10/2015
Crossett,AR,50,33.2,-92,10/10/2015
Babylon Robert Moses Beach,NY,280,40.6,-73.3,10/10/2015
Monroe,LA,100,32.5,-92.1,10/10/2015
Glenn Heights,TX,30,32.5,-96.9,10/10/2015
Troutville,VA,15,37.4,-79.9,10/9/2015
Coke County,TX,500,31.9,-100.5,10/9/2015
Chandler,AZ,5,33.3,-111.9,10/9/2015
Guthrie,OK,35,35.8,-97.5,10/9/2015
Lacey's Spring,AL,26,34.3,-86.4,10/9/2015
Mer Rouge,LA,60,32.8,-91.7,10/9/2015
Leoti,KS,1000,38.5,-101.4,10/9/2015
balsam grove,NC,25,35.2,-82.9,10/9/2015
Charlottesville,VA,4,38.1,-78.4,10/9/2015
dill city,OK,155,35.3,-99.2,10/8/2015
Great Bend,KS,108,38.4,-98.8,10/8/2015
Brevard,NC,88,35.4,-82.8,10/8/2015
Falls Lake,NC,70,36,-78.7,10/8/2015
Cordova,TN,50,35.2,-89.8,10/8/2015
Scottsdale,AZ,4,33.5,-111.9,10/8/2015
O'Brien,TX,300,33.4,-99.9,10/8/2015
Winston Salem,NC,50,36.1,-80.2,10/8/2015
Coke County,TX,519,31.9,-100.5,10/7/2015
Schriever AFB CO,CO,36,38.8,-104.5,10/7/2015
Saint Francis,KS,50,39.8,-101.8,10/7/2015
Holyoke,CO,25,40.6,-102.2,10/7/2015
Chalk Mountain,TX,50,32.1,-97.9,10/7/2015
Babylon Robert Moses Beach,NY,215,40.6,-73.3,10/7/2015
Point Lookout State Park,MD,40,38.1,-76.3,10/7/2015
Saint Francis,KS,25,39.8,-101.8,10/7/2015
Saint Francis,KS,1000,39.8,-101.8,10/7/2015
Burnet,TX,300,30.8,-98.3,10/7/2015
Sassafras Mountain Hawkwatch,SC,100,35.1,-82.8,10/7/2015
Plainville,KS,132,39.2,-99.3,10/6/2015
Peyton,CO,50,39,-104.5,10/6/2015
Chalk Mountain,TX,100,32.1,-97.9,10/6/2015
fluvanna,TX,110,32.8,-101.1,10/6/2015
Asheville,NC,50,35.6,-82.6,10/6/2015
colorado springs,CO,100,38.8,-104.8,10/6/2015
Pine Grove Mills,PA,20,40.8,-77.9,10/6/2015
Abilene,TX,110,32.5,-99.7,10/5/2015
Chalk Mountain,TX,300,32.1,-97.9,10/5/2015
Robert Lee,TX,1000,31.9,-100.5,10/5/2015
Watsontown,PA,20,41.1,-76.8,10/4/2015
Abilene,TX,75,32.5,-99.7,10/4/2015
dallas,TX,75,32.8,-96.8,10/4/2015
O'Brien,TX,1000,33.4,-99.8,10/4/2015
Sherman,TX,101,33.6,-96.5,10/4/2015
Sagerton,TX,100,33.1,-100,10/3/2015
dill city,OK,120,35.3,-99.2,10/2/2015
Sayre,OK,20,35.3,-99.7,10/2/2015
Idabel,OK,25,33.8,-94.8,10/1/2015
Asheville,NC,10,35.6,-82.6,10/1/2015
Pottsboro,TX,60,33.8,-96.7,9/30/2015
El Reno,OK,20,35.6,-98,9/30/2015
dill city,OK,60,35.3,-99.1,9/30/2015
Great Bend,KS,81,38.4,-98.8,9/30/2015
Saint Francis,KS,200,39.8,-101.8,9/30/2015
Saint Louis,MO,37,38.5,-90.4,9/29/2015
Edmond,OK,200,35.7,-97.6,9/29/2015
Edmond,OK,100,35.7,-97.6,9/29/2015
Bourbon,MO,30,38.2,-91.2,9/28/2015
Omaha,NE,30,41.3,-95.9,9/28/2015
St. Louis,MO,11,38.6,-90.3,9/28/2015
Kearney,NE,36,40.8,-99,9/28/2015
Madison,WI,50,43.1,-89.3,9/27/2015
omaha,NE,30,41.3,-95.9,9/27/2015
kodak,TN,100,36,-83.6,9/27/2015
Grand Canyon South Rim,AZ,10,36.1,-112.1,9/27/2015
Prescott,AZ,8,34.7,-112.9,9/27/2015
Dyersburg,TN,373,36.1,-89.4,9/27/2015
Pottsville,AR,20,35.2,-93.1,9/27/2015
HAYSVILLE,KS,17,37.6,-97.4,9/26/2015
Alva,OK,500,36.8,-98.7,9/26/2015
Wichita,KS,20,37.7,-97.3,9/26/2015
townsend,TN,100,35.6,-83.8,9/26/2015
Cumberland Gap Hawk Watch,MD,193,39.7,-78.8,9/26/2015
Fort Gibson,OK,30,35.8,-95.2,9/26/2015
Sedalia,MO,12,38.7,-93.3,9/25/2015
Kansas City,MO,50,39.1,-94.6,9/25/2015
Kansas City,MO,15,39.1,-94.6,9/25/2015
Overland Park,KS,28,39,-94.6,9/25/2015
sioux falls,SD,60,43.5,-96.7,9/25/2015
Kansas City,MO,47,39.2,-94.6,9/25/2015
Marion,IA,100,42.1,-91.6,9/25/2015
Cedar Rapids,IA,15,42,-91.7,9/24/2015
Toronto,ON,50,43.7,-79.4,9/24/2015
Cherokee,OK,50,36.8,-98.4,9/24/2015
Lenexa,KS,400,39,-94.8,9/24/2015
Morristown,TN,250,36.2,-83.3,9/24/2015
Etobicoke (Toronto),ON,20,43.6,-79.5,9/23/2015
Spirit Lake,IA,50,43.4,-95.1,9/23/2015
Rolla,MO,47,37.9,-91.8,9/23/2015
Toronto,ON,40,43.7,-79.2,9/23/2015
Port Stanley,ON,404,42.7,-81.2,9/23/2015
Hillsboro,MO,25,38.2,-90.6,9/23/2015
Maxwell,IA,36,41.9,-93.4,9/23/2015
Sheldon,IA,50,43.2,-95.8,9/23/2015
Toronto,ON,60,43.7,-79.4,9/23/2015
Wichita,KS,24,37.7,-97.3,9/23/2015
Tuscumbia,MO,71,38.2,-92.5,9/23/2015
Hazleton,IA,200,42.6,-91.9,9/23/2015
Jefferson City,MO,60,38.5,-92.2,9/22/2015
Omaha,NE,15,41.3,-95.9,9/22/2015
Marshalltown,IA,12,42.1,-92.9,9/22/2015
Scarborough,ON,350,43.8,-79.3,9/22/2015
Hawk Cliff Hawkwatch,ON,246,42.7,-81.2,9/22/2015
Port Burwell,ON,100,42.7,-80.8,9/22/2015
jefferson city,MO,100,38.5,-92.2,9/22/2015
St. Louis,MO,25,38.6,-90.2,9/21/2015
town and country,MO,23,38.6,-90.5,9/21/2015
Port Stanley,ON,305,42.7,-81.2,9/21/2015
Grosse Pointe Farms,MI,25,42.4,-82.9,9/21/2015
Kirksville,MO,53,40.2,-92.6,9/21/2015
Cape May Point,NJ,1000,38.9,-75,9/21/2015
Sea Ranch,CA,12,38.7,-123.5,9/21/2015
Detroit River Hawk Watch,MI,556,42.1,-83.2,9/21/2015
Fire Island Hawk Watch,NY,160,40.6,-73.2,9/21/2015
Paynesville,MN,12,45.4,-94.7,9/21/2015
Livingston,NJ,200,40.8,-74.3,9/20/2015
Athens,ON,22,44.6,-76,9/20/2015
Toronto,ON,22,43.7,-79.4,9/20/2015
Gloucester,MA,35,42.6,-70.7,9/20/2015
STRATFORD,CT,100,41.2,-73.1,9/20/2015
Scarborough,ON,1500,43.8,-79.3,9/20/2015
Toronto,ON,200,43.7,-79.4,9/20/2015
Fire Island Pines,NY,116,40.7,-73,9/20/2015
Robert Moses Beach,NY,109,40.6,-73.3,9/20/2015
Babylon Robert Moses Beach,NY,1800,40.6,-73.3,9/20/2015
Tremont,IL,400,40.5,-89.5,9/19/2015
Scott,NY,100,42.8,-76.2,9/19/2015
Queenstown,MD,23,39,-76.1,9/19/2015
Victoria,MN,30,44.9,-93.7,9/19/2015
Harrisville,MI,227,44.6,-83.4,9/19/2015
Great Bend,KS,50,38.4,-98.8,9/19/2015
Urbana,IL,500,40.1,-88.2,9/19/2015
Clearville Park,ON,40,42.5,-81.7,9/19/2015
Cape May,NJ,50,38.9,-74.9,9/19/2015
Hutchinson,KS,20,38,-98.1,9/19/2015
Rock Hill,NY,50,41.4,-74.3,9/19/2015
Minburn,IA,70,41.8,-94,9/19/2015
Babylon Robert Moses Beach,NY,28,40.6,-73.3,9/19/2015
Jacks Mountain,PA,208,40.5,-77.8,9/18/2015
Boothbay,ME,14,43.9,-69.6,9/18/2015
Waynoka,OK,200,36.6,-98.9,9/18/2015
Wichita,KS,40,37.7,-97.3,9/18/2015
Tremont,IL,400,40.5,-89.5,9/18/2015
Wichita,KS,1000,37.7,-97.3,9/18/2015
Wichita,KS,100,37.7,-97.3,9/18/2015
beaver falls,PA,200,40.8,-80.4,9/18/2015
Great Bend,KS,75,38.4,-98.8,9/18/2015
Point Pelee National Park,ON,1000,41.9,-82.5,9/18/2015
Waggoner's Gap,PA,144,40.3,-77.3,9/18/2015
Scarborough,ON,250,43.8,-79.3,9/18/2015
Nibley,UT,250,41.7,-111.6,9/18/2015
North Bend,NE,15,41.5,-96.8,9/17/2015
Olmsted Falls,OH,55,41.4,-81.9,9/17/2015
Olmsted Falls,OH,60,41.4,-81.9,9/17/2015
Tremont,IL,400,40.5,-89.5,9/17/2015
Glenn,MI,100,42.5,-86.2,9/17/2015
Bellevue,NE,34,41.1,-95.9,9/17/2015
Perrysburg,OH,500,41.5,-83.6,9/17/2015
Chambersburg,PA,23,39.9,-77.7,9/17/2015
Great Bend,KS,85,38.4,-98.8,9/17/2015
Hastings,NE,150,40.6,-98.4,9/17/2015
selkirk beach,NY,12,43,-76.3,9/17/2015
Twinsburg,OH,100,41.3,-81.4,9/17/2015
Fairbury,IL,30,40.7,-88.5,9/17/2015
Cushing,ME,24,44,-69.3,9/17/2015
Strawtown,IN,200,40.1,-86,9/17/2015
Bethany,OH,100,39.4,-84.4,9/16/2015
Batesville,IN,30,39.3,-85.2,9/16/2015
Kohler,WI,50,43.7,-87.8,9/16/2015
Tremont,IL,300,40.5,-89.5,9/16/2015
Perrysburg,OH,100,41.5,-83.6,9/16/2015
Solon,OH,100,41.4,-81.4,9/16/2015
Port Stanley,ON,300,42.7,-81.2,9/16/2015
Cedar Rapids,IA,30,42,-91.7,9/16/2015
Parma,OH,100,41.4,-81.7,9/16/2015
St. Catharines,ON,24,43.1,-79.2,9/16/2015
Parma,OH,15,41.4,-81.7,9/16/2015
Porter,IN,45,41.6,-87.1,9/16/2015
Omaha,NE,20,41.3,-95.9,9/16/2015
Scarborough,ON,200,43.8,-79.3,9/16/2015
Fairfield Trenton,OH,7,39.4,-84.5,9/16/2015
Beverly Shores,IN,100,41.7,-87,9/16/2015
Lansdale,PA,11,40.2,-75.4,9/16/2015
Janetville,ON,18,44.2,-78.7,9/16/2015
Cape May Point,NJ,1000,38.9,-75,9/16/2015
Knightstown,IN,42,39.8,-85.5,9/16/2015
Rockfish Gap Hawk Watch,VA,106,38,-78.9,9/16/2015
Sandyston,NJ,100,41.2,-74.8,9/15/2015
Glenn,MI,100,42.5,-86.2,9/15/2015
Yorkville,OH,73,40.2,-80.7,9/15/2015
Dunes State park,IN,94,41.7,-87,9/15/2015
Glenn,MI,350,42.5,-86.2,9/15/2015
Cleveland,OH,25,41.5,-81.7,9/15/2015
Tremont,IL,100,40.5,-89.5,9/15/2015
merrillville,IN,1000,41.5,-87.3,9/15/2015
Ashland,DE,205,39.8,-75.7,9/15/2015
Mentor,OH,25,41.7,-81.3,9/15/2015
Perry,OH,50,41.8,-81.1,9/15/2015
Cleveland,OH,20,41.5,-81.7,9/15/2015
Oakland,NE,17,41.8,-96.5,9/15/2015
Hamilton,OH,30,39.4,-84.5,9/15/2015
Griffith,IN,28,41.5,-87.4,9/15/2015
Fishers,IN,20,40,-86,9/15/2015
Presqu'ile Provincial Park,ON,289,44,-77.7,9/15/2015
Point Pelee National Park,ON,1500,42,-82.5,9/15/2015
Lawrence,IN,37,39.9,-86,9/15/2015
Oakville,ON,8,43.5,-79.7,9/15/2015
Halsey,NE,50,41.9,-100.4,9/14/2015
Grafton,ON,75,44,-78,9/14/2015
Brooklyn,OH,52,41.4,-81.7,9/14/2015
Athens,ON,25,44.6,-76,9/14/2015
Scarborough,ON,400,43.8,-79.3,9/14/2015
Saint Louis,MO,50,38.5,-90.4,9/14/2015
Scarborough,ON,150,43.8,-79.3,9/14/2015
Cleveland,OH,70,41.5,-81.7,9/14/2015
Port Stanley,ON,128,42.7,-81.2,9/14/2015
Canal Winchester,OH,30,39.8,-82.8,9/14/2015
Warrensville Hts.,OH,15,41.4,-81.5,9/14/2015
Cedar rapids,IA,26,42,-91.7,9/14/2015
Sunbury,OH,22,40.3,-82.9,9/14/2015
Pierre,SD,75,44.4,-100,9/14/2015
Sikeston,MO,30,36.9,-89.6,9/14/2015
McDonough County,IL,3000,40.5,-90.7,9/14/2015
Bay Village,OH,100,41.5,-81.9,9/13/2015
Brecksville,OH,80,41.3,-81.6,9/13/2015
South Haven,MI,780,42.4,-86.2,9/13/2015
Leamington,ON,150,41.9,-82.5,9/13/2015
Sullivan,IL,50,39.6,-88.6,9/13/2015
Garfield Heights,OH,23,41.4,-81.6,9/13/2015
Urbana,IL,100,40.1,-88.2,9/13/2015
Prairie City,IA,19,41.6,-93.3,9/12/2015
Cleveland,OH,3000,41.5,-81.7,9/12/2015
Cleveland,OH,100,41.5,-81.7,9/12/2015
Waupun,WI,50,43.8,-88.5,9/11/2015
Yorkville,OH,26,40.2,-80.7,9/11/2015
Harrisville,MI,481,44.6,-83.4,9/11/2015
East Moline,IL,30,41.5,-90.4,9/11/2015
Lynde Shores Conservation,ON,65,43.8,-79,9/11/2015
Glenn,MI,30,42.5,-86.2,9/10/2015
Urbandale,IA,12,41.6,-93.7,9/10/2015
Monona,IA,60,43.1,-91.4,9/9/2015
Athens,ON,50,44.6,-76,9/9/2015
Gualala,CA,100,38.8,-123.4,9/9/2015
Red Wing,MN,44,44.5,-92.5,9/8/2015
Red Wing,MN,24,44.5,-92.5,9/7/2015
Red Wing,MN,21,44.5,-92.5,9/7/2015
Portage,IN,20,41.6,-87.2,9/7/2015
Lake City,MI,500,44.4,-85.1,9/6/2015
Bushnell,SD,1000,44.3,-96.6,9/6/2015
Manistee,MI,100,44.2,-86.2,9/5/2015
Pentwater,MI,300,43.8,-86.4,9/5/2015
Billett,IL,200,38.7,-87.7,9/5/2015
Ludington,MI,40,44,-86.4,9/4/2015
Cedar creek ecosystem science reser,MN,40,45.4,-93.3,9/4/2015
Minneapolis,MN,35,45,-93.3,9/3/2015
Hopkins,MN,30,45,-93.4,9/3/2015
Buffalo Center,IA,150,43.3,-93.9,9/2/2015
Fargo,ND,50,46.9,-96.8,9/2/2015
Cedar Rapids,IA,50,42,-91.7,9/2/2015
Mackinac Island,MI,50,45.9,-84.6,9/2/2015
Plymouth,MN,100,45,-93.5,9/1/2015
Osceola,WI,30,45.3,-92.7,9/1/2015
Lakeville,MN,20,44.6,-93.2,9/1/2015
St. Cloud,MN,30,45.6,-94.3,9/1/2015
Mosinee,WI,1000,44.8,-89.7,9/1/2015
New Richmond,WI,100,45.1,-92.6,8/30/2015
Minneapolis,MN,30,45,-93.3,8/30/2015
Norwood,MN,240,44.8,-93.9,8/30/2015
Shakopee,MN,13,44.8,-93.5,8/29/2015
Sumter,MN,250,44.7,-94.3,8/29/2015
Hazleton,IA,31,42.6,-91.9,8/29/2015
New Richmond,WI,80,45.1,-92.6,8/28/2015
Glen Arbor,MI,200,44.9,-86,8/28/2015
New Richmond,WI,72,45.2,-92.6,8/27/2015
Clearville Park,ON,500,42.5,-81.7,8/24/2015
Shawano,WI,250,44.9,-88.8,8/21/2015
Plano,TX,1,33,-96.7,11/20/2016
Villas del Poniente,NLE,1000,25.8,-100.4,11/14/2016
Natalia,TX,100,29.2,-98.9,11/12/2016
Rancho Alegre,TAM,1,23,-99.1,11/11/2016
Natalia,TX,100,29.2,-98.9,11/11/2016
Plano,TX,1,33,-96.7,11/9/2016
Plano,TX,2,33,-96.7,11/9/2016
Austin,TX,3,30.4,-97.7,11/8/2016
Natalia,TX,28,29.2,-98.8,11/8/2016
Natalia,TX,76,29.2,-98.8,11/8/2016
Natalia,TX,126,29.2,-98.8,11/8/2016
Luna,GUA,350,20,-100.6,11/8/2016
San Pedro Garza García,NLE,264,25.6,-100.4,11/8/2016
San Pedro Garza García,NLE,14,25.6,-100.4,11/7/2016
Emeterio Tovar,GUA,100,20.1,-100.7,11/3/2016
Emeterio Tovar,GUA,289,20.2,-100.7,11/3/2016
Chapel Hill,NC,100,35.9,-79.1,11/2/2016
Sierra Chincua Sanctuary,MIC,1,19.7,-100.3,11/2/2016
Fort Worth,TX,150,32.7,-97.4,10/31/2016
Duck,NC,270,36.2,-75.8,10/30/2016
Villas del Poniente,NLE,118,25.8,-100.4,10/29/2016
Wilmington,NC,127,34.3,-77.7,10/28/2016
Pisgah Forest,NC,100,35.3,-82.7,10/27/2016
Arlington,TX,100,32.7,-97.1,10/27/2016
Prairie Hill,TX,300,31.7,-96.7,10/27/2016
General Zaragoza,NL,400,23.9,-97.9,10/27/2016
Gral Zaragoza,NLE,5000,23.9,-99.8,10/27/2016
Hempstead,TX,200,30.1,-96.1,10/27/2016
Santa Catarina,NLE,350,25.7,-100.4,10/26/2016
Pensacola Beach,FL,100,30.3,-87.2,10/26/2016
Asheville,NC,100,35.6,-82.6,10/26/2016
Ocean City,MD,25,38.4,-75.1,10/25/2016
Berlin,MD,38,38.2,-75.2,10/25/2016
Austin,TX,38,30.4,-97.9,10/25/2016
Austin,TX,30,30.3,-97.7,10/25/2016
Bergheim,TX,5,29.8,-98.6,10/25/2016
De Montelongo,NLE,100,24.2,-100,10/25/2016
Berlin,MD,38,38.3,-75.2,10/25/2016
,MD,24,38.1,-75.2,10/24/2016
Bay Shore,NY,22,40.6,-73.2,10/24/2016
Saltillo,COA,2000,25.4,-101,10/24/2016
Arteaga,COA,36,25.5,-100.9,10/24/2016
Plano,TX,22,33,-96.7,10/24/2016
Ocean City,MD,500,38.3,-75.1,10/24/2016
Austin,TX,88,30.4,-97.9,10/24/2016
Panama City Beach,FL,100,30.2,-85.9,10/24/2016
Saltillo,COA,15000,25.4,-101,10/23/2016
Rancho San Manuel,COA,100,25.7,-101.8,10/23/2016
Plano,TX,33,33,-96.7,10/23/2016
Austin,TX,136,30.4,-97.9,10/23/2016
Walland,TN,100,35.7,-83.8,10/23/2016
Dewees Island,SC,45,32.8,-79.7,10/23/2016
Canyon Lake,TX,45,29.9,-98.3,10/23/2016
Manteo,NC,73,35.9,-75.7,10/23/2016
Austin,TX,25,30.3,-97.8,10/22/2016
Austin,TX,86,30.4,-97.8,10/22/2016
Camdenton,MO,27,38,-92.7,10/22/2016
Plano,TX,30,33,-96.7,10/22/2016
,COA,600,27.2,-101.4,10/22/2016
Monterrey,NLE,1,25.7,-100.3,10/22/2016
Manteo,NC,56,35.9,-75.7,10/22/2016
Las Adjuntas,COA,1000,27.4,-101.2,10/21/2016
Austin,TX,53,30.3,-97.7,10/20/2016
Múzquiz,COA,375,27.9,-101.5,10/20/2016
Natalia,TX,100,29.2,-98.8,10/20/2016
Eagle Pass,TX,144,28.7,-100.5,10/20/2016
Del Rio,TX,600,29.7,-101,10/20/2016
Baltimore,MD,18,39.4,-76.6,10/20/2016
Bogata,TX,500,33.5,-95.2,10/20/2016
Natalia,TX,258,29.2,-98.8,10/20/2016
Henderson,TX,32,32.4,-94.6,10/19/2016
Plano,TX,20,33,-96.7,10/19/2016
Plano,TX,60,33,-96.7,10/19/2016
Graford,TX,500,32.9,-98.5,10/19/2016
Coppell,TX,20,33,-97,10/19/2016
El Alamo,TAM,30,23.7,-99.6,10/19/2016
Walnut Grove,MO,22,37.3,-93.6,10/18/2016
Glen Rose,TX,300,32.1,-97.9,10/18/2016
Glenn Heights,TX,1500,32.6,-96.9,10/18/2016
Dallas,TX,18,32.8,-96.8,10/18/2016
Plano,TX,70,33,-96.7,10/18/2016
Massapequa,NY,18,40.7,-73.5,10/18/2016
Glen Rose,TX,250,32.1,-97.9,10/18/2016
Springfield,MO,1,37.2,-93.3,10/18/2016
Harper,TX,50,30.2,-99.2,10/17/2016
San Angelo,TX,15,31.6,-100.5,10/17/2016
Fayetteville,AR,60,36,-94.2,10/17/2016
Plano,TX,68,33,-96.7,10/17/2016
Belton,TX,40,31.1,-97.4,10/17/2016
Glen Rose,TX,210,32.1,-97.9,10/17/2016
Rockwall,TX,18,32.9,-96.5,10/17/2016
Washington,DC,6,38.9,-77,10/16/2016
Leakey,TX,5,29.7,-99.8,10/16/2016
Richardson,TX,20,32.9,-96.7,10/16/2016
Savannah,MO,30,39.9,-94.8,10/16/2016
Stillwater,OK,100,36.1,-97.1,10/16/2016
Big Pine,CA,20,37.1,-118.2,10/16/2016
Plano,TX,35,33,-96.7,10/16/2016
Lowell,AR,20,36.3,-94.1,10/15/2016
Plano,TX,60,33,-96.7,10/15/2016
Rockwall,TX,20,32.9,-96.5,10/15/2016
Dripping Springs,TX,100,30.2,-98.2,10/14/2016
Murphy,TX,15,33,-96.6,10/14/2016
Connellsville,PA,18,40,-79.6,10/14/2016
Oglesby,TX,50,31.4,-97.5,10/14/2016
Dallas,TX,40,32.8,-96.7,10/14/2016
Plano,TX,130,33,-96.7,10/14/2016
Murphy,TX,12,33,-96.6,10/14/2016
Glen Rose,TX,520,32.1,-97.9,10/14/2016
San Antonio,TX,50,29.5,-98.5,10/14/2016
Christoval,TX,5000,31.2,-100.5,10/13/2016
Hickory Creek,TX,100,33.1,-97,10/13/2016
Dalworthington Gardens,TX,100,32.7,-97.2,10/13/2016
North Richland Hills,TX,500,32.9,-97.2,10/13/2016
Plano,TX,65,33,-96.7,10/13/2016
Fort Hood,TX,60,31.2,-97.8,10/13/2016
Cresson,TX,325,32.5,-97.7,10/13/2016
Rockwall,TX,22,32.9,-96.5,10/13/2016
Plano,TX,75,33,-96.7,10/12/2016
Glenn Heights,TX,300,32.5,-96.9,10/12/2016
Dallas,TX,18,32.9,-96.8,10/12/2016
Nolan,TX,100,32.3,-100.2,10/11/2016
Plano,TX,90,33,-96.7,10/11/2016
Lowell,AR,30,36.3,-94.1,10/11/2016
Rockwall,TX,15,32.9,-96.5,10/11/2016
Townsend,TN,25,35.6,-83.8,10/11/2016
Frisco,TX,100,33.2,-96.8,10/11/2016
Granbury,TX,22,32.4,-97.8,10/10/2016
Grape Creek,TX,500,31.6,-100.5,10/10/2016
Wilmot,AR,52,33.1,-91.6,10/10/2016
McKinney,TX,60,33.3,-96.7,10/10/2016
Allen,TX,20,33.1,-96.6,10/10/2016
Plano,TX,80,33,-96.7,10/10/2016
Woodbridge,VA,50,38.6,-77.2,10/10/2016
Madill,OK,20,34.1,-96.9,10/10/2016
Rockwall,TX,15,32.9,-96.5,10/10/2016
San Antonio,TX,50,29.5,-98.5,10/10/2016
Durham,NC,40,36,-78.7,10/9/2016
Lawton,OK,100,34.7,-98.4,10/9/2016
Austin,TX,50,30.3,-97.8,10/9/2016
Holland,KY,6,36.7,-86.1,10/8/2016
Port Stanley,ON,115,42.7,-81.2,10/8/2016
Baltimore,MD,14,39.4,-76.6,10/7/2016
Clarksville,TN,20,36.5,-87.4,10/7/2016
Chatham-Kent,ON,13,42.4,-82.2,10/7/2016
Milo,OK,60,34.3,-97.4,10/7/2016
Austin,TX,60,30.3,-97.7,10/7/2016
Kirkwood,MO,11,38.6,-90.4,10/6/2016
Hornbeak,TN,2000,36.3,-89.3,10/6/2016
Tulsa,OK,30,36.2,-96,10/6/2016
Tulsa,OK,24,36.1,-95.8,10/6/2016
Tulsa,OK,30,36.1,-95.9,10/6/2016
Toronto,ON,125,43.7,-79.3,10/6/2016
Tulsa,OK,100,36.2,-96.1,10/6/2016
Cherry Cove Overlook,NC,60,35.3,-82.8,10/6/2016
Chatham-Kent,ON,23,42.4,-82.2,10/6/2016
Tulsa,OK,49,36.1,-95.9,10/6/2016
Ridgely,TN,400,36.1,-89.6,10/6/2016
Clarksville,TN,12,36.5,-87.3,10/6/2016
San Antonio,TX,50,29.5,-98.4,10/6/2016
Middlebury,IN,38,41.7,-85.7,10/5/2016
Tulsa,OK,40,36.2,-96,10/5/2016
St. Louis,MO,36,38.6,-90.2,10/5/2016
Clarksville,TN,10,36.6,-87.4,10/5/2016
Lansing,MI,16,42.7,-84.5,10/5/2016
Lansing,MI,8,42.7,-84.5,10/5/2016
Tulsa,OK,20,36.1,-95.9,10/5/2016
Union,ON,154,42.7,-81.2,10/5/2016
Tulsa,OK,30,36.1,-95.9,10/5/2016
Tulsa,OK,20,36.1,-96,10/5/2016
Broken Arrow,OK,40,36,-95.8,10/5/2016
Toronto,ON,87,43.7,-79.3,10/5/2016
Tulsa,OK,16,36.1,-95.9,10/5/2016
Jenks,OK,75,36,-96,10/5/2016
Ridgely,TN,208,36.1,-89.6,10/5/2016
Kirkwood,MO,50,38.6,-90.4,10/5/2016
Cub Run,KY,15,37.3,-86.1,10/5/2016
San Antonio,TX,50,29.5,-98.5,10/5/2016
Smithfield,KY,11,38.4,-85.3,10/4/2016
St. Louis,MO,100,38.5,-90.4,10/4/2016
Kirkwood,MO,10,38.6,-90.4,10/4/2016
Camdenton,MO,10,38.1,-92.8,10/4/2016
Piedmont,MO,25,37.2,-90.8,10/4/2016
Point Pelee National Park,ON,500,41.9,-82.5,10/4/2016
St Louis,MO,20,38.6,-90.3,10/4/2016
Toronto,ON,250,43.7,-79.3,10/4/2016
Kirkwood,MO,30,38.6,-90.4,10/4/2016
Tulsa,OK,25,36.1,-95.9,10/4/2016
Finchville,KY,14,38.2,-85.3,10/4/2016
Flat Rock,MI,30,42.1,-83.2,10/4/2016
Alamo Heights,TX,50,29.5,-98.5,10/4/2016
